order_id,order_date,dt_month,country_code,channel_id,shop_id,warehouse_id,dest_warehouse,order_type,campaign_id,gmv,cost_promo_discount,cost_ad_spend,cost_refund,cost_front_total,cost_production,cost_freight,cost_warehouse,cost_commission,cost_other,cost_back_total,gross_margin_amt,gross_margin_pct,item_qty,sku_qty,created_at,paid_at,shipped_at,delivered_at,turnover_days
165,2025-03-05,2025-03,US,AMZ,SHOP_EU,WH_EU_DE,WH_AU,B2C_BUNDLE,CAMP003,95.2,2.67,3.68,5.97,12.32,17.13,6.58,2.07,8.48,1.02,35.28000000000001,47.59999999999999,0.5,4,1,2025-03-05,2025-03-05 00:00:00,2025-03-06 01:00:00,2025-03-11 05:00:00,8
166,2025-12-02,2025-12,US,DTC,SHOP_UK,WH_US_WEST,WH_EU_DE,B2C_MEMBER,,236.43,26.94,8.26,0.2,35.400000000000006,37.83,12.33,5.51,26.04,2.95,84.66,116.37,0.4922,4,1,2025-12-02,2025-12-02 01:00:00,2025-12-03 08:00:00,2025-12-07 01:00:00,14
167,2025-05-29,2025-05,US,DTC,SHOP_EU,WH_EU_DE,WH_US_WEST,B2C_MEMBER,,210.12,20.07,19.68,12.81,52.56,37.23,11.4,5.59,20.85,6.25,81.32,76.24000000000001,0.3628,5,1,2025-05-29,2025-05-29 01:00:00,2025-05-30 01:00:00,2025-06-02 18:00:00,27
168,2025-04-10,2025-04,US,AMZ,SHOP_US,WH_AU,WH_UK,B2C_MEMBER,CAMP002,246.38,19.38,10.67,17.61,47.66,57.06,16.97,8.36,35.02,4.02,121.42999999999999,77.29,0.3137,1,1,2025-04-10,2025-04-10 00:00:00,2025-04-10 21:00:00,2025-04-14 23:00:00,2
169,2025-02-15,2025-02,US,AMZ,SHOP_EU,WH_AU,WH_EU_DE,B2C_PROMO,CAMP002,87.13,8.96,7.62,3.02,19.6,16.37,4.28,2.88,7.22,1.07,31.82,35.71,0.4098,4,1,2025-02-15,2025-02-15 00:00:00,2025-02-16 10:00:00,2025-02-19 06:00:00,11
170,2025-09-04,2025-09,US,AMZ,SHOP_UK,WH_AU,WH_AU,B2C_MEMBER,CAMP003,243.34,6.82,16.58,10.43,33.83,38.65,12.69,10.7,35.03,2.95,100.02,109.49,0.4499,2,2,2025-09-04,2025-09-04 00:00:00,2025-09-05 16:00:00,2025-09-10 06:00:00,11
171,2025-10-06,2025-10,US,AMZ,SHOP_EU,WH_UK,WH_US_EAST,B2C_BUNDLE,CAMP003,124.87,8.45,4.43,4.76,17.64,23.0,6.09,5.27,17.27,3.05,54.67999999999999,52.55000000000001,0.4208,3,1,2025-10-06,2025-10-06 00:00:00,2025-10-07 00:00:00,2025-10-10 18:00:00,24
172,2025-02-07,2025-02,FR,DTC,SHOP_EU,WH_US_EAST,WH_AU,B2C_STD,CAMP001,106.45,8.84,10.31,3.31,22.459999999999997,26.41,5.15,3.49,10.73,2.88,48.660000000000004,35.330000000000005,0.3319,5,3,2025-02-07,2025-02-07 00:00:00,2025-02-07 17:00:00,2025-02-08 19:00:00,22
173,2025-08-06,2025-08,US,AMZ,SHOP_EU,WH_AU,WH_US_WEST,B2C_STD,CAMP003,41.08,4.23,1.94,2.92,9.09,8.75,2.31,1.23,5.56,0.62,18.470000000000002,13.519999999999996,0.3291,2,1,2025-08-06,2025-08-06 01:00:00,2025-08-07 05:00:00,2025-08-09 04:00:00,24
174,2025-04-24,2025-04,UK,AMZ,SHOP_UK,WH_US_WEST,WH_UK,B2C_PROMO,,41.61,4.09,3.75,2.98,10.82,7.97,2.93,1.23,3.42,0.43,15.98,14.809999999999999,0.3559,5,2,2025-04-24,2025-04-24 00:00:00,2025-04-25 06:00:00,2025-04-29 21:00:00,6
175,2025-09-24,2025-09,US,AMZ,SHOP_EU,WH_AU,WH_UK,B2C_STD,,182.24,8.69,7.62,4.9,21.21,30.37,8.76,7.88,26.91,2.64,76.56,84.47,0.4635,1,1,2025-09-24,2025-09-24 00:00:00,2025-09-25 19:00:00,2025-09-27 11:00:00,21
176,2025-04-05,2025-04,AU,AMZ,SHOP_EU,WH_UK,WH_US_WEST,B2C_PROMO,,130.74,14.92,11.74,6.43,33.09,32.5,7.35,2.82,15.28,1.46,59.410000000000004,38.24,0.2925,4,3,2025-04-05,2025-04-05 00:00:00,2025-04-06 02:00:00,2025-04-08 17:00:00,21
177,2025-10-11,2025-10,US,DTC,SHOP_US,WH_US_WEST,WH_EU_DE,B2C_PROMO,,79.83,2.59,2.47,5.92,10.98,18.53,5.07,1.63,8.08,0.96,34.27,34.57999999999999,0.4332,2,3,2025-10-11,2025-10-11 00:00:00,2025-10-12 10:00:00,2025-10-13 15:00:00,14
178,2025-06-22,2025-06,US,AMZ,SHOP_UK,WH_UK,WH_EU_DE,B2C_STD,CAMP001,165.07,17.75,10.87,12.7,41.31999999999999,29.41,7.18,7.24,17.4,3.08,64.31,59.44,0.3601,3,2,2025-06-22,2025-06-22 00:00:00,2025-06-23 08:00:00,2025-06-29 06:00:00,10
179,2026-01-08,2026-01,AU,DTC,SHOP_EU,WH_US_WEST,WH_UK,B2C_PROMO,CAMP002,85.63,10.03,7.18,3.49,20.700000000000003,13.44,3.76,2.94,7.25,1.25,28.64,36.28999999999999,0.4238,1,2,2026-01-08,2026-01-08 00:00:00,2026-01-09 09:00:00,2026-01-15 08:00:00,26
180,2025-03-23,2025-03,FR,AMZ,SHOP_UK,WH_EU_DE,WH_UK,B2C_BUNDLE,,157.08,5.92,14.99,5.69,26.6,24.45,12.04,3.76,23.44,3.19,66.88,63.60000000000002,0.4049,1,2,2025-03-23,2025-03-23 00:00:00,2025-03-24 05:00:00,2025-03-26 15:00:00,27
181,2025-06-05,2025-06,DE,DTC,SHOP_EU,WH_US_EAST,WH_US_EAST,B2C_STD,,109.03,10.05,10.21,2.43,22.69,17.67,7.22,2.95,9.02,1.64,38.5,47.84,0.4388,5,2,2025-06-05,2025-06-05 00:00:00,2025-06-05 23:00:00,2025-06-11 15:00:00,8
182,2025-03-14,2025-03,US,AMZ,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_STD,CAMP001,211.18,5.07,18.45,16.2,39.72,43.94,12.43,10.13,26.58,6.08,99.16,72.30000000000001,0.3424,1,1,2025-03-14,2025-03-14 01:00:00,2025-03-15 18:00:00,2025-03-17 22:00:00,7
183,2026-01-04,2026-01,US,AMZ,SHOP_EU,WH_UK,WH_US_WEST,B2C_STD,,210.55,12.75,19.41,2.41,34.56999999999999,51.14,13.14,9.64,23.37,5.92,103.21000000000001,72.77000000000001,0.3456,2,1,2026-01-04,2026-01-04 01:00:00,2026-01-04 23:00:00,2026-01-06 05:00:00,8
184,2025-12-18,2025-12,UK,DTC,SHOP_US,WH_US_EAST,WH_EU_DE,B2C_STD,,135.02,9.67,5.93,6.26,21.86,26.96,4.25,5.58,19.77,2.88,59.440000000000005,53.720000000000006,0.3979,5,3,2025-12-18,2025-12-18 01:00:00,2025-12-19 07:00:00,2025-12-22 11:00:00,28
185,2025-05-06,2025-05,FR,AMZ,SHOP_US,WH_UK,WH_US_EAST,B2C_MEMBER,,107.18,8.37,5.35,2.42,16.14,25.11,6.53,3.69,10.42,1.83,47.58,43.46000000000001,0.4055,1,2,2025-05-06,2025-05-06 00:00:00,2025-05-07 04:00:00,2025-05-09 02:00:00,8
186,2025-09-29,2025-09,UK,DTC,SHOP_US,WH_UK,WH_UK,B2C_STD,CAMP001,109.76,12.47,5.51,2.45,20.43,21.36,6.09,3.91,12.87,1.93,46.16,43.170000000000016,0.3933,3,2,2025-09-29,2025-09-29 00:00:00,2025-09-30 19:00:00,2025-10-05 19:00:00,23
187,2025-11-26,2025-11,UK,DTC,SHOP_UK,WH_UK,WH_UK,B2C_PROMO,,207.26,18.08,11.69,6.71,36.48,45.78,11.87,10.21,23.58,3.78,95.22,75.56,0.3646,2,1,2025-11-26,2025-11-26 00:00:00,2025-11-27 17:00:00,2025-12-04 08:00:00,2
188,2025-08-22,2025-08,US,AMZ,SHOP_UK,WH_US_EAST,WH_US_EAST,B2C_STD,,102.2,6.96,5.88,8.17,21.009999999999998,22.81,4.9,5.01,13.2,2.51,48.43,32.76,0.3205,3,2,2025-08-22,2025-08-22 01:00:00,2025-08-23 03:00:00,2025-08-27 06:00:00,27
189,2025-08-13,2025-08,DE,AMZ,SHOP_US,WH_UK,WH_US_WEST,B2C_STD,,75.99,7.67,5.18,0.33,13.18,12.72,2.59,2.01,6.44,1.45,25.21,37.599999999999994,0.4948,3,3,2025-08-13,2025-08-13 00:00:00,2025-08-14 08:00:00,2025-08-15 17:00:00,16
190,2025-04-30,2025-04,US,DTC,SHOP_UK,WH_US_EAST,WH_UK,B2C_BUNDLE,,48.63,5.6,2.0,2.25,9.85,9.05,1.93,2.16,4.55,1.32,19.01,19.77,0.4065,5,3,2025-04-30,2025-04-30 00:00:00,2025-04-30 18:00:00,2025-05-06 14:00:00,9
191,2025-03-06,2025-03,US,AMZ,SHOP_EU,WH_UK,WH_AU,B2C_PROMO,,132.67,2.95,10.4,0.88,14.230000000000002,28.36,10.29,3.44,12.61,3.83,58.529999999999994,59.90999999999999,0.4516,4,2,2025-03-06,2025-03-06 00:00:00,2025-03-06 06:00:00,2025-03-08 05:00:00,13
192,2025-12-25,2025-12,US,AMZ,SHOP_EU,WH_AU,WH_UK,B2C_STD,,136.07,16.09,5.68,1.68,23.45,21.37,6.86,3.59,17.92,2.27,52.010000000000005,60.609999999999985,0.4454,5,3,2025-12-25,2025-12-25 01:00:00,2025-12-25 14:00:00,2025-12-28 04:00:00,23
193,2025-12-26,2025-12,UK,AMZ,SHOP_EU,WH_UK,WH_AU,B2C_STD,CAMP001,215.0,6.15,11.12,7.56,24.83,40.02,11.47,8.66,20.05,4.56,84.76,105.41000000000001,0.4903,2,3,2025-12-26,2025-12-26 01:00:00,2025-12-26 19:00:00,2025-12-30 12:00:00,12
194,2025-09-20,2025-09,US,AMZ,SHOP_US,WH_US_WEST,WH_US_EAST,B2C_STD,,78.67,7.98,5.13,3.21,16.32,16.01,2.57,2.53,9.45,0.94,31.500000000000004,30.849999999999998,0.3921,2,1,2025-09-20,2025-09-20 00:00:00,2025-09-20 19:00:00,2025-09-22 00:00:00,27
195,2025-06-04,2025-06,US,AMZ,SHOP_UK,WH_UK,WH_US_EAST,B2C_STD,,113.82,5.47,9.76,2.36,17.59,28.41,3.63,5.46,10.82,1.59,49.910000000000004,46.319999999999986,0.407,5,3,2025-06-04,2025-06-04 01:00:00,2025-06-04 21:00:00,2025-06-06 17:00:00,22
196,2025-06-08,2025-06,UK,DTC,SHOP_US,WH_EU_DE,WH_UK,B2C_PROMO,,207.85,6.9,16.99,5.26,29.15,41.04,13.69,4.71,29.16,3.8,92.39999999999999,86.3,0.4152,4,2,2025-06-08,2025-06-08 00:00:00,2025-06-08 22:00:00,2025-06-12 22:00:00,25
197,2025-10-23,2025-10,US,DTC,SHOP_UK,WH_UK,WH_EU_DE,B2C_STD,CAMP001,211.2,13.51,15.88,1.47,30.86,48.92,12.02,7.47,30.83,2.98,102.22,78.11999999999998,0.3699,5,2,2025-10-23,2025-10-23 00:00:00,2025-10-23 14:00:00,2025-10-27 15:00:00,29
198,2025-12-25,2025-12,UK,DTC,SHOP_EU,WH_US_WEST,WH_AU,B2C_STD,CAMP001,114.61,9.67,4.69,2.78,17.14,22.14,6.35,5.45,13.33,3.16,50.43000000000001,47.03999999999999,0.4104,2,3,2025-12-25,2025-12-25 01:00:00,2025-12-25 09:00:00,2025-12-27 20:00:00,17
199,2025-12-21,2025-12,US,DTC,SHOP_US,WH_US_WEST,WH_US_WEST,B2C_STD,,131.01,7.61,8.95,10.13,26.689999999999998,30.09,5.52,6.17,13.71,1.72,57.21,47.10999999999999,0.3596,4,2,2025-12-21,2025-12-21 01:00:00,2025-12-21 09:00:00,2025-12-27 19:00:00,27
200,2025-11-12,2025-11,UK,AMZ,SHOP_UK,WH_US_EAST,WH_UK,B2C_MEMBER,,96.72,2.46,3.49,7.31,13.26,20.27,6.5,2.39,9.32,1.85,40.330000000000005,43.12999999999999,0.4459,2,1,2025-11-12,2025-11-12 01:00:00,2025-11-12 18:00:00,2025-11-15 13:00:00,2
201,2025-09-23,2025-09,UK,DTC,SHOP_UK,WH_AU,WH_US_WEST,B2C_MEMBER,,235.16,18.8,13.27,6.3,38.37,56.12,9.03,7.29,19.63,5.2,97.27,99.52,0.4232,4,3,2025-09-23,2025-09-23 01:00:00,2025-09-24 06:00:00,2025-09-29 00:00:00,13
202,2025-03-03,2025-03,US,AMZ,SHOP_EU,WH_UK,WH_UK,B2C_STD,,56.1,6.18,3.31,2.56,12.05,10.72,2.22,2.16,5.54,1.34,21.98,22.069999999999997,0.3934,4,3,2025-03-03,2025-03-03 00:00:00,2025-03-03 11:00:00,2025-03-06 22:00:00,1
203,2025-03-31,2025-03,US,AMZ,SHOP_US,WH_US_EAST,WH_EU_DE,B2C_BUNDLE,,235.42,13.73,7.72,17.13,38.58,49.54,12.49,5.83,29.62,4.16,101.64,95.19999999999997,0.4044,5,3,2025-03-31,2025-03-31 00:00:00,2025-03-31 08:00:00,2025-04-05 04:00:00,26
204,2025-12-25,2025-12,US,AMZ,SHOP_US,WH_AU,WH_EU_DE,B2C_STD,,180.45,7.51,8.87,0.09,16.47,38.44,8.0,8.85,21.18,4.94,81.41,82.57,0.4576,5,2,2025-12-25,2025-12-25 01:00:00,2025-12-25 11:00:00,2025-12-29 21:00:00,28
205,2025-09-10,2025-09,US,AMZ,SHOP_US,WH_UK,WH_EU_DE,B2C_STD,,146.95,9.44,14.24,9.53,33.21,28.18,6.23,6.97,21.47,3.14,65.99,47.749999999999986,0.3249,5,2,2025-09-10,2025-09-10 01:00:00,2025-09-10 20:00:00,2025-09-15 06:00:00,19
206,2025-02-04,2025-02,AU,DTC,SHOP_EU,WH_EU_DE,WH_EU_DE,B2C_BUNDLE,,37.18,0.92,3.6,2.82,7.34,6.11,2.31,0.93,4.01,0.7,14.059999999999999,15.780000000000001,0.4244,4,3,2025-02-04,2025-02-04 00:00:00,2025-02-04 17:00:00,2025-02-08 21:00:00,11
207,2025-03-10,2025-03,US,DTC,SHOP_US,WH_UK,WH_US_EAST,B2C_MEMBER,,134.63,13.74,7.36,0.98,22.080000000000002,21.45,8.42,3.18,17.31,1.53,51.89,60.66,0.4506,4,2,2025-03-10,2025-03-10 00:00:00,2025-03-11 16:00:00,2025-03-13 17:00:00,5
208,2025-10-01,2025-10,DE,AMZ,SHOP_EU,WH_US_WEST,WH_US_EAST,B2C_MEMBER,CAMP001,119.7,12.29,3.95,1.55,17.79,18.15,8.53,2.7,13.68,2.31,45.370000000000005,56.53999999999999,0.4723,2,2,2025-10-01,2025-10-01 00:00:00,2025-10-02 20:00:00,2025-10-04 16:00:00,1
209,2025-02-02,2025-02,US,AMZ,SHOP_EU,WH_US_WEST,WH_AU,B2C_PROMO,,65.47,5.16,2.78,5.03,12.969999999999999,15.54,3.33,3.1,7.59,1.73,31.29,21.21,0.324,3,3,2025-02-02,2025-02-02 00:00:00,2025-02-02 07:00:00,2025-02-08 06:00:00,20
210,2025-03-31,2025-03,UK,DTC,SHOP_EU,WH_EU_DE,WH_US_WEST,B2C_STD,,174.41,9.65,10.02,7.5,27.17,30.29,5.87,4.5,17.22,3.89,61.769999999999996,85.47000000000001,0.4901,5,3,2025-03-31,2025-03-31 01:00:00,2025-04-01 16:00:00,2025-04-08 01:00:00,13
211,2025-08-20,2025-08,DE,AMZ,SHOP_UK,WH_US_EAST,WH_UK,B2C_BUNDLE,CAMP002,243.65,24.36,23.47,0.28,48.11,41.7,10.64,7.92,27.25,6.49,94.0,101.54000000000002,0.4167,2,2,2025-08-20,2025-08-20 01:00:00,2025-08-20 21:00:00,2025-08-26 08:00:00,8
212,2025-10-11,2025-10,UK,AMZ,SHOP_US,WH_AU,WH_UK,B2C_STD,CAMP002,153.68,11.6,6.13,3.17,20.9,34.36,12.14,5.14,17.36,3.06,72.06,60.72,0.3951,2,3,2025-10-11,2025-10-11 01:00:00,2025-10-12 16:00:00,2025-10-14 18:00:00,6
213,2025-09-26,2025-09,UK,AMZ,SHOP_US,WH_UK,WH_US_EAST,B2C_PROMO,CAMP002,187.25,19.21,15.63,6.74,41.580000000000005,34.08,11.2,7.11,24.24,2.32,78.94999999999999,66.72,0.3563,1,3,2025-09-26,2025-09-26 00:00:00,2025-09-26 09:00:00,2025-09-30 07:00:00,29
214,2025-04-23,2025-04,US,DTC,SHOP_EU,WH_US_WEST,WH_UK,B2C_STD,CAMP002,45.06,3.75,1.69,2.5,7.9399999999999995,9.04,2.95,1.0,6.57,0.46,20.02,17.100000000000005,0.3795,5,3,2025-04-23,2025-04-23 00:00:00,2025-04-23 19:00:00,2025-04-26 20:00:00,17
215,2025-10-18,2025-10,US,DTC,SHOP_EU,WH_US_EAST,WH_US_EAST,B2C_PROMO,CAMP002,121.89,12.0,12.03,7.15,31.18,20.26,3.7,3.27,12.56,1.96,41.75,48.96000000000001,0.4017,2,3,2025-10-18,2025-10-18 01:00:00,2025-10-19 09:00:00,2025-10-24 07:00:00,12
216,2025-04-28,2025-04,FR,AMZ,SHOP_US,WH_EU_DE,WH_AU,B2C_STD,CAMP003,55.6,4.44,3.15,4.43,12.02,13.68,3.11,2.67,4.61,1.33,25.4,18.18,0.327,1,2,2025-04-28,2025-04-28 01:00:00,2025-04-29 16:00:00,2025-05-01 14:00:00,1
217,2025-05-30,2025-05,DE,AMZ,SHOP_EU,WH_US_WEST,WH_US_WEST,B2C_STD,,164.82,10.12,13.89,3.79,27.799999999999997,38.76,5.25,7.79,18.91,4.25,74.96,62.05999999999999,0.3765,5,3,2025-05-30,2025-05-30 01:00:00,2025-05-31 18:00:00,2025-06-07 14:00:00,3
218,2025-10-31,2025-10,AU,DTC,SHOP_US,WH_EU_DE,WH_AU,B2C_MEMBER,,236.47,27.38,12.76,10.18,50.32,55.9,13.82,10.27,27.93,3.76,111.67999999999999,74.47000000000001,0.3149,4,1,2025-10-31,2025-10-31 00:00:00,2025-11-01 16:00:00,2025-11-06 00:00:00,14
219,2025-09-26,2025-09,US,DTC,SHOP_UK,WH_UK,WH_EU_DE,B2C_STD,CAMP001,175.59,13.01,12.98,7.49,33.480000000000004,33.48,13.35,3.61,16.12,3.5,70.06,72.05000000000001,0.4103,1,3,2025-09-26,2025-09-26 01:00:00,2025-09-26 14:00:00,2025-10-03 01:00:00,26
220,2025-12-07,2025-12,DE,AMZ,SHOP_EU,WH_AU,WH_EU_DE,B2C_PROMO,CAMP001,46.9,3.78,2.04,1.52,7.34,10.61,3.68,1.4,6.25,0.86,22.799999999999997,16.760000000000005,0.3574,4,1,2025-12-07,2025-12-07 00:00:00,2025-12-08 20:00:00,2025-12-15 17:00:00,8
221,2025-09-29,2025-09,FR,DTC,SHOP_US,WH_US_WEST,WH_EU_DE,B2C_STD,,108.03,4.54,4.35,1.46,10.350000000000001,17.76,6.16,4.2,16.09,1.97,46.18,51.50000000000001,0.4767,3,3,2025-09-29,2025-09-29 01:00:00,2025-09-30 16:00:00,2025-10-02 11:00:00,11
222,2025-08-27,2025-08,US,AMZ,SHOP_EU,WH_US_WEST,WH_AU,B2C_STD,CAMP003,151.15,12.48,14.46,11.82,38.760000000000005,22.8,8.0,4.27,22.1,2.21,59.38,53.01,0.3507,3,1,2025-08-27,2025-08-27 01:00:00,2025-08-28 09:00:00,2025-09-03 12:00:00,27
223,2025-03-07,2025-03,US,AMZ,SHOP_US,WH_UK,WH_UK,B2C_STD,,118.71,9.16,11.19,8.1,28.450000000000003,18.04,9.17,5.61,11.13,1.51,45.46,44.79999999999999,0.3774,3,1,2025-03-07,2025-03-07 01:00:00,2025-03-07 18:00:00,2025-03-09 06:00:00,14
224,2025-06-15,2025-06,DE,DTC,SHOP_US,WH_US_EAST,WH_US_WEST,B2C_STD,,213.4,8.21,19.66,8.51,36.38,44.53,13.59,8.33,30.15,2.97,99.57,77.45000000000002,0.3629,3,3,2025-06-15,2025-06-15 00:00:00,2025-06-15 07:00:00,2025-06-16 09:00:00,8
225,2025-05-08,2025-05,UK,AMZ,SHOP_EU,WH_AU,WH_EU_DE,B2C_BUNDLE,,209.23,5.43,15.44,10.1,30.97,40.91,6.96,4.64,27.06,2.32,81.88999999999999,96.37,0.4606,2,3,2025-05-08,2025-05-08 00:00:00,2025-05-09 23:00:00,2025-05-16 09:00:00,29
226,2025-05-01,2025-05,DE,AMZ,SHOP_UK,WH_US_WEST,WH_EU_DE,B2C_STD,CAMP002,164.6,13.24,14.25,2.99,30.480000000000004,33.22,8.77,7.78,18.4,2.3,70.46999999999998,63.65000000000002,0.3867,3,3,2025-05-01,2025-05-01 00:00:00,2025-05-02 21:00:00,2025-05-09 05:00:00,3
227,2026-01-22,2026-01,US,AMZ,SHOP_US,WH_AU,WH_EU_DE,B2C_MEMBER,,112.16,10.81,3.91,4.88,19.6,16.91,4.71,5.47,13.22,1.14,41.45,51.11,0.4557,2,1,2026-01-22,2026-01-22 00:00:00,2026-01-23 15:00:00,2026-01-28 08:00:00,7
228,2025-06-24,2025-06,DE,AMZ,SHOP_US,WH_US_WEST,WH_US_WEST,B2C_PROMO,CAMP002,86.17,6.23,4.6,4.79,15.620000000000001,16.57,4.61,1.92,12.02,1.94,37.06,33.489999999999995,0.3887,2,2,2025-06-24,2025-06-24 00:00:00,2025-06-24 16:00:00,2025-06-27 02:00:00,28
229,2025-12-23,2025-12,US,DTC,SHOP_US,WH_AU,WH_EU_DE,B2C_STD,,53.29,2.27,2.77,2.2,7.24,11.82,2.81,1.92,6.05,0.87,23.470000000000002,22.579999999999995,0.4237,5,2,2025-12-23,2025-12-23 00:00:00,2025-12-23 21:00:00,2025-12-25 10:00:00,19
230,2025-09-19,2025-09,US,AMZ,SHOP_UK,WH_EU_DE,WH_US_WEST,B2C_PROMO,,108.08,9.37,8.05,8.56,25.980000000000004,21.0,6.39,3.15,11.47,3.18,45.19,36.91,0.3415,2,3,2025-09-19,2025-09-19 01:00:00,2025-09-20 13:00:00,2025-09-27 09:00:00,4
231,2025-11-18,2025-11,US,DTC,SHOP_UK,WH_US_WEST,WH_EU_DE,B2C_PROMO,CAMP002,120.9,3.39,6.64,5.91,15.94,26.99,5.78,3.84,13.85,1.68,52.14,52.82000000000001,0.4369,2,2,2025-11-18,2025-11-18 00:00:00,2025-11-19 00:00:00,2025-11-22 01:00:00,25
232,2025-08-03,2025-08,DE,AMZ,SHOP_EU,WH_AU,WH_AU,B2C_BUNDLE,CAMP002,178.68,11.47,7.22,5.3,23.990000000000002,30.97,6.83,4.54,21.54,3.02,66.89999999999999,87.79,0.4913,3,2,2025-08-03,2025-08-03 01:00:00,2025-08-03 20:00:00,2025-08-08 01:00:00,16
233,2025-08-30,2025-08,UK,AMZ,SHOP_UK,WH_US_EAST,WH_AU,B2C_STD,CAMP001,174.8,6.35,12.54,10.8,29.69,40.43,9.65,6.53,16.3,3.0,75.91,69.20000000000002,0.3959,2,3,2025-08-30,2025-08-30 00:00:00,2025-08-30 18:00:00,2025-08-31 20:00:00,13
234,2025-07-30,2025-07,UK,AMZ,SHOP_EU,WH_EU_DE,WH_US_WEST,B2C_STD,,45.42,1.75,3.95,0.62,6.32,9.49,3.25,2.21,6.5,0.46,21.91,17.19,0.3785,4,1,2025-07-30,2025-07-30 01:00:00,2025-07-30 09:00:00,2025-08-02 00:00:00,20
235,2025-04-13,2025-04,US,DTC,SHOP_EU,WH_EU_DE,WH_AU,B2C_BUNDLE,CAMP002,116.96,4.71,6.64,3.6,14.95,20.01,7.39,4.1,14.88,3.13,49.510000000000005,52.499999999999986,0.4489,3,3,2025-04-13,2025-04-13 01:00:00,2025-04-13 10:00:00,2025-04-16 12:00:00,19
236,2025-10-22,2025-10,FR,AMZ,SHOP_UK,WH_US_EAST,WH_US_WEST,B2C_MEMBER,,69.99,4.11,2.75,1.94,8.8,12.16,3.28,1.57,8.7,0.74,26.449999999999996,34.74,0.4964,1,2,2025-10-22,2025-10-22 00:00:00,2025-10-23 17:00:00,2025-10-24 17:00:00,5
237,2025-05-14,2025-05,US,DTC,SHOP_EU,WH_AU,WH_AU,B2C_BUNDLE,CAMP002,64.5,1.62,2.82,2.23,6.67,13.73,4.95,2.49,5.61,1.86,28.64,29.189999999999998,0.4526,3,1,2025-05-14,2025-05-14 01:00:00,2025-05-14 07:00:00,2025-05-19 14:00:00,23
238,2025-02-09,2025-02,DE,AMZ,SHOP_UK,WH_UK,WH_AU,B2C_STD,,212.01,12.67,9.88,13.26,35.81,49.4,16.03,6.4,25.93,5.9,103.66000000000003,72.53999999999996,0.3422,2,2,2025-02-09,2025-02-09 00:00:00,2025-02-09 15:00:00,2025-02-16 05:00:00,5
239,2025-09-24,2025-09,US,DTC,SHOP_EU,WH_US_EAST,WH_US_WEST,B2C_BUNDLE,,39.22,2.79,2.0,1.52,6.3100000000000005,7.51,1.59,1.79,3.47,0.81,15.170000000000002,17.739999999999995,0.4523,4,1,2025-09-24,2025-09-24 00:00:00,2025-09-25 15:00:00,2025-10-01 11:00:00,20
240,2025-04-06,2025-04,US,AMZ,SHOP_UK,WH_AU,WH_UK,B2C_STD,,122.22,8.35,9.17,7.76,25.28,21.49,3.91,4.04,10.45,2.55,42.44,54.5,0.4459,3,2,2025-04-06,2025-04-06 00:00:00,2025-04-07 12:00:00,2025-04-13 07:00:00,24
241,2026-01-10,2026-01,UK,DTC,SHOP_UK,WH_US_EAST,WH_AU,B2C_STD,,67.0,3.9,4.83,3.09,11.82,15.86,4.49,1.73,7.83,1.55,31.460000000000004,23.719999999999995,0.354,4,3,2026-01-10,2026-01-10 00:00:00,2026-01-11 15:00:00,2026-01-14 18:00:00,4
242,2026-01-15,2026-01,US,DTC,SHOP_EU,WH_US_EAST,WH_EU_DE,B2C_STD,CAMP001,223.45,23.22,17.59,6.11,46.92,48.47,15.95,5.75,24.18,3.96,98.30999999999999,78.21999999999998,0.3501,1,2,2026-01-15,2026-01-15 01:00:00,2026-01-16 13:00:00,2026-01-22 12:00:00,2
243,2025-12-31,2025-12,DE,DTC,SHOP_US,WH_US_WEST,WH_UK,B2C_PROMO,CAMP001,152.55,5.27,8.45,9.88,23.6,29.72,11.96,6.57,18.49,3.5,70.24,58.71000000000002,0.3849,1,2,2025-12-31,2025-12-31 00:00:00,2026-01-01 10:00:00,2026-01-08 04:00:00,26
244,2025-06-16,2025-06,UK,DTC,SHOP_EU,WH_AU,WH_US_WEST,B2C_STD,,80.9,5.71,7.09,1.54,14.34,16.08,6.03,2.26,6.98,0.88,32.23,34.330000000000005,0.4244,5,1,2025-06-16,2025-06-16 01:00:00,2025-06-17 01:00:00,2025-06-23 22:00:00,13
245,2025-02-06,2025-02,US,DTC,SHOP_UK,WH_UK,WH_UK,B2C_STD,CAMP003,140.53,3.68,6.22,2.52,12.42,23.95,8.44,6.05,15.48,1.56,55.480000000000004,72.63000000000001,0.5168,5,2,2025-02-06,2025-02-06 01:00:00,2025-02-07 07:00:00,2025-02-11 20:00:00,16
246,2026-01-05,2026-01,FR,AMZ,SHOP_US,WH_US_WEST,WH_US_EAST,B2C_BUNDLE,CAMP003,190.93,5.18,12.0,7.71,24.89,40.61,10.79,5.0,17.61,3.66,77.66999999999999,88.37000000000003,0.4628,3,3,2026-01-05,2026-01-05 01:00:00,2026-01-06 07:00:00,2026-01-09 04:00:00,22
247,2025-07-07,2025-07,US,AMZ,SHOP_EU,WH_US_EAST,WH_US_EAST,B2C_STD,CAMP001,240.79,18.63,20.72,5.02,44.36999999999999,44.76,7.56,7.14,35.9,5.05,100.41,96.01000000000002,0.3987,5,3,2025-07-07,2025-07-07 00:00:00,2025-07-07 11:00:00,2025-07-11 14:00:00,2
